member_number,ssn,first_name,last_name,dob,address,city,state,zip,phone,join_date,checking_balance,savings_balance
402710,591-11-2297,JOHN,SANCHEZ,1950-05-29,1539 MUELLER MEWS SUITE 832,LAKE SARAHSHIRE,OH,64284,6998758172,2022-03-02,11165.81,34475.52
114045,741-80-6939,NICHOLAS,SNYDER,1984-06-26,29022 SCHMIDT LOAF,GONZALEZMOUTH,PA,39787,0018464519,2021-02-22,9365.73,31287.09
828581,124-73-1633,LORI,HOWARD,1998-02-27,69656 JAMES PLAINS,LAKE GLENN,PA,18729,286.356.24,2017-02-22,1638.13,14603.51
173260,770-97-1241,VERONICA,MILLER,1983-04-08,9692 HICKS PLAZA SUITE 653,SOUTH CASSANDRA,PA,76252,338.946.89,2017-07-27,11696.67,32700.09
730148,521-66-3248,CHRISTIAN,WU,1945-08-10,189 AUSTIN JUNCTIONS APT. 778,BERRYMOUTH,WV,55684,4442209494,2017-11-13,2038.5,35263.49
844687,150-21-9049,DAVID,JONES,1992-11-21,94440 CASSANDRA RAMP APT. 752,KIMBERLYBURY,WV,64060,8808512927,2013-10-04,11039.87,12213.49
289816,503-80-4949,JESSICA,REED,1983-04-08,27674 REESE TERRACE,SOUTH FRANCES,WV,51628,742.886.04,2020-05-30,2488.86,37942.61
627631,118-52-4092,PETER,MEJIA,1990-07-14,525 EMILY VILLAGE,NORTH ROBERTHAVEN,PA,14120,+137533443,2022-01-20,899.19,43882.44
171762,745-76-4734,DEBORAH,PRATT,1952-02-28,244 GUERRERO CLUB,LIVINGSTONVIEW,WV,56466,0016544214,2016-06-26,7155.99,29157.08
130188,575-29-2871,DEBBIE,RODRIGUEZ,1976-05-10,91741 CHARLES PORTS SUITE 707,LAKE DANIELLE,PA,05460,+156422569,2012-05-31,11818.23,9751.45
355062,683-69-5084,AMANDA,FREY,1962-04-08,0158 MILLER MOUNT SUITE 328,SOUTH DONNAPORT,WV,91711,9158717320,2018-08-09,14251.96,26257.76
363900,800-24-7054,MARY,COLE,2007-04-24,0506 JASON SHOAL,BENTLEYSIDE,OH,20024,0012934102,2017-06-09,6451.57,7302.38
137693,531-51-7121,GEORGE,GARZA,1995-03-16,79931 RONALD VALLEYS,NGUYENSHIRE,PA,72051,6534092511,2013-01-26,962.17,40550.86
895908,581-12-7152,JOHN,PERKINS,1948-08-30,07100 SARA SQUARES SUITE 672,EAST DANIELLE,WV,69063,763.829.09,2025-03-31,4179.5,31844.68
310498,269-43-4448,CHRISTINE,HUFFMAN,2006-09-11,3403 LAURA SPUR,JIMENEZBURGH,PA,88337,9052436459,2012-12-18,4977.88,30895.65
902083,409-89-5219,ANTHONY,ROBERTSON,1944-05-30,799 BARNES SUMMIT,JERRYVILLE,WV,43247,913.263.63,2013-04-07,4225.95,33830.84
824974,110-51-5225,NATHANIEL,ELLIS,1952-10-18,3520 JUAN CREEK SUITE 762,JEFFREYPORT,WV,79620,9925983168,2021-07-18,10529.83,29613.05
580123,625-69-9376,JILL,WRIGHT,1961-11-07,290 BAIRD CANYON,QUINNHAVEN,WV,04907,7866717731,2020-08-18,3147.64,25514.49
868135,526-17-3255,EVAN,STEVENS,1978-05-19,7262 SIMS SQUARES,PORT COURTNEYFURT,OH,91039,7802464989,2016-01-29,5339.09,5146.13
382716,375-97-6193,GREGORY,HANSEN,1944-02-25,53817 KAREN TRACE,WEST MICHAEL,WV,35544,664.901.55,2011-11-27,11850.62,21167.16
132279,705-83-1267,PETER,WHITE,2004-10-03,24127 NANCY PIKE,WEST ROBERTSIDE,OH,17806,756.770.43,2023-03-23,3624.99,48197.23
969708,584-69-8898,SEAN,TORRES,1948-07-26,43754 EDDIE HAVEN SUITE 292,IANBURGH,WV,93314,0014225310,2016-03-10,5813.83,23117.05
316348,364-77-5633,AMBER,MARTIN,1960-02-06,7275 ADAM STS,DEBORAHPORT,PA,62617,2928975170,2019-09-20,11019.12,7812.8
137447,868-23-3526,JAMES,FOX,1992-09-20,01871 LEE ISLAND APT. 562,WOODSTAD,PA,02098,8558478137,2013-09-17,5697.48,27378.24
883257,462-51-6631,THOMAS,DILLON,2006-09-08,610 FOWLER GROVES,THOMPSONMOUTH,OH,93594,0016236264,2010-12-31,2038.29,21666.5
504165,188-78-9362,AARON,BAKER,2004-08-08,46273 DAVID HARBOR SUITE 195,CUNNINGHAMVIEW,OH,82813,+147175890,2024-04-11,8157.52,5111.38
937303,520-73-5873,MICHAEL,ROBERTS,1975-08-10,321 AMY WELL,MARGARETPORT,WV,36081,+175148952,2022-07-10,8111.44,28538.45
514958,702-34-5287,ANGELICA,NORRIS,2004-05-13,7112 TIMOTHY INLET,DONMOUTH,PA,78836,352.840.13,2011-03-26,4097.6,25157.76
715559,359-92-9411,DANIEL,MCGUIRE,1974-07-06,1401 CONTRERAS THROUGHWAY,PORT DAVIDBOROUGH,WV,77519,725.401.24,2022-01-16,5522.29,5512.24
894201,702-83-8270,ALLISON,BALDWIN,2005-03-01,013 RICHARDSON RADIAL,SOUTH EMILY,WV,14568,7563638361,2022-01-11,11148.18,11985.31
222107,500-85-3737,JANET,HAWKINS,1942-05-10,1647 MCDANIEL VILLE SUITE 386,TRACICHESTER,WV,25245,3753207167,2021-09-19,13942.86,5325.77
601683,562-31-9243,PATRICIA,JACKSON,1964-04-29,3961 MARY STREAM,RAMIREZSHIRE,PA,78311,3656796784,2011-01-15,6715.09,32363.51
195756,772-18-3577,JOAN,GREER,1973-06-20,69524 KATHLEEN SHORE,SPARKSBOROUGH,WV,38978,+197778485,2013-04-01,6701.89,43907.63
757817,397-95-9616,DONNA,CHAN,1999-10-03,6246 GALLAGHER PORT,KELLERSIDE,WV,75501,678.728.06,2015-10-30,3716.35,44432.9
318514,461-76-8486,JUDY,JOHNSON,2000-03-16,1655 BELL SHORE APT. 334,LAKE CAMERONPORT,WV,15504,2207850769,2012-01-23,10301.76,48141.7
838494,676-28-3588,TRACY,VAZQUEZ,1953-08-06,529 COX MEWS APT. 718,WEST JOSEPH,OH,39471,0016633919,2020-05-14,7669.92,24105.27
348595,347-16-8705,KEVIN,BROCK,1969-01-12,66498 POWERS PLAZA APT. 082,LEWISMOUTH,OH,35619,+168986908,2013-08-25,1995.15,9399.51
681594,403-52-7489,ROBERT,COLON,1983-07-11,936 DANIEL FIELDS APT. 347,CASTROCHESTER,OH,55815,+120322420,2024-02-08,3150.9,5382.65
249933,313-88-5528,RICHARD,COX,1984-04-19,2319 ALEJANDRA VILLAGE,TYLERLAND,OH,31706,+151565963,2017-12-13,2336.6,19119.6
943824,191-70-6896,NICHOLAS,FRY,1961-02-11,3425 BALDWIN VIEW SUITE 090,LAKE SAMANTHABURY,OH,33659,+126485183,2023-06-27,13993.79,4693.02
424052,675-10-5185,ETHAN,GONZALES,1961-02-28,41776 LOVE WELLS APT. 248,WEST ROBERTSIDE,PA,97204,3704027206,2022-01-16,6727.91,33409.51
135623,300-28-3482,MELANIE,JENNINGS,1993-06-29,7242 MARSH FLAT APT. 652,WALTERSHIRE,WV,29924,4082931734,2012-10-31,13370.86,44454.7
969191,800-48-6394,SUSAN,JACKSON,1978-03-02,867 WILSON STATION,EAST SOPHIA,OH,35392,4762263934,2024-03-16,4934.49,33064.48
810487,317-11-6550,MIKE,SUTTON,1970-10-01,2563 ERICKSON ST,CHARLESSIDE,PA,08201,6538759900,2011-03-19,12039.91,42935.95
427523,135-21-8073,HARRY,JACKSON,1973-02-08,2158 THOMAS CRESCENT SUITE 027,JULIECHESTER,PA,37584,2945856257,2014-07-01,2948.71,1272.04
748238,167-63-9633,JANICE,GRAHAM,2007-04-08,75877 RODRIGUEZ STRAVE APT. 151,PORT JUSTIN,PA,22559,0015849993,2025-04-25,9159.59,25400.41
235163,835-76-6942,DAVID,BROOKS,2002-10-11,2017 GIBSON GROVE,WEST TARAMOUTH,OH,43088,0018926304,2011-12-07,6489.76,1826.07
469527,548-57-7689,MELISSA,MARTIN,1992-08-07,214 OWEN ST SUITE 925,PORT MICHAELBOROUGH,OH,64676,867.849.96,2020-09-28,3986.84,39625.61
345568,396-21-4037,DEBORAH,REEVES,2002-11-17,7617 HERNANDEZ CROSSROAD,MCKENZIEHAVEN,WV,56564,6907810818,2021-09-14,10335.37,46600.52
547471,660-90-1537,STEVEN,HARTMAN,1996-11-29,64597 HANSON GREENS,TAMMYBURGH,PA,28166,8193416800,2016-09-02,2828.21,29618.67
752068,899-25-8038,DIANE,GARNER,1988-12-15,956 MILLER DALE APT. 310,PORT ANTHONY,PA,63561,+132346831,2017-09-01,11826.79,4905.44
657024,594-65-6411,MICHELLE,RICHARDS,1953-04-14,50166 MCLAUGHLIN RANCH SUITE 076,PALMERFORT,WV,30897,0013089069,2014-12-01,3848.68,11673.28
560940,426-26-9595,JAMES,COOPER,1955-05-18,597 NICOLE STREAM,MOYERSTAD,OH,62409,4939417223,2015-02-24,10776.21,13849.6
995922,778-54-4784,JASON,WILLIAMS,1940-10-29,2280 MATTHEW CRESCENT APT. 183,SCOTTMOUTH,WV,47063,0013082428,2024-04-05,753.46,1888.93
597472,302-64-2149,ERIC,CARTER,1969-08-13,125 FUENTES CROSSING APT. 760,PORT LISA,PA,45238,4828145653,2022-07-07,8440.11,41640.04
304427,121-32-9229,MICHAEL,JOHNSON,1949-06-29,811 EDWARDS TRAIL,SOUTH BRYAN,OH,05362,+142980846,2022-06-03,11072.08,25549.41
285301,743-24-2947,DENISE,TERRY,1999-12-16,41085 HARDY STS APT. 884,NORTH WILLIAM,WV,41428,752.600.89,2019-03-08,13162.5,38889.89
574907,898-58-2759,ADAM,MORGAN,1955-08-25,4492 STONE GATEWAY,WEST ZACHARYBOROUGH,OH,47853,912.366.11,2018-05-19,11220.69,47033.27
765253,127-71-9051,RALPH,BAKER,1973-07-07,7622 TODD MOUNT APT. 881,SOUTH THOMAS,PA,98345,6852196115,2015-02-22,12105.46,19242.88
226320,342-78-7847,TODD,MOODY,1949-04-05,44327 DAVID KEYS APT. 067,ARIELMOUTH,WV,49955,892.828.77,2024-12-19,13464.19,21841.0
981379,291-83-6580,PAMELA,FITZGERALD,1983-07-08,094 DAWN CORNER,NEW AMBER,PA,99803,4982378018,2011-11-12,14961.03,31611.81
117246,106-86-5124,AMANDA,FLORES,1979-08-22,56260 REYES COURSE APT. 182,DOUGLASVIEW,WV,12248,2466209520,2023-12-28,9559.54,14232.83
893466,488-53-5154,JONATHAN,DAVID,2000-10-04,39937 AVERY GROVE,WEST STEVENCHESTER,WV,09080,806.930.48,2016-03-12,11064.41,36618.95
674978,376-22-3257,TRICIA,CASEY,1976-02-23,700 WOODWARD RIVER SUITE 200,NELSONVIEW,WV,89629,8533984028,2013-10-04,7377.04,26406.75
374097,679-19-7460,WILLIAM,PHAM,1999-09-14,474 EILEEN ISLANDS SUITE 379,ALLENBERG,WV,85231,8973002687,2017-04-10,8454.4,33828.84
443511,361-35-3241,DAVID,STANTON,1965-03-10,2017 MAYER MILLS APT. 304,JAMESPORT,PA,94585,237.550.47,2018-02-06,10726.9,46296.68
969702,788-54-9876,GEORGE,LEE,1989-10-31,92124 NICOLE STREAM,JAMESTOWN,WV,91332,+198994870,2014-10-06,14590.1,23526.05
800359,849-59-5521,ROBERT,COLE,1939-12-12,1903 ROSARIO GATEWAY,EAST MARK,WV,08738,+171027609,2019-11-21,13385.91,10287.67
606403,295-92-7705,KATHRYN,GARRETT,1978-12-17,06512 SAMANTHA MILLS,WEST CHERYLCHESTER,PA,09124,8085046619,2023-10-18,6089.34,26736.26
665237,422-70-5601,CHRISTINE,MORGAN,2003-05-08,8593 CURTIS RANCH,NEW KRISTINEBOROUGH,OH,75633,5844567972,2018-04-17,9432.49,6583.08
252627,539-69-8594,DENISE,HOWARD,1979-04-14,74954 CORDOVA PATH,NORTH JOHN,PA,73829,9659333153,2015-02-02,12078.59,38226.1
292543,607-68-1500,MARK,GARCIA,1999-03-03,3033 HANSON GARDEN,NAVARROMOUTH,WV,97504,6369205015,2011-04-03,9645.9,1488.47
833061,891-62-2154,ANTHONY,GONZALEZ,1951-06-09,258 GREGORY BROOKS APT. 410,SOUTH DIANA,WV,15045,4345735528,2019-08-03,6900.17,10611.85
545096,497-18-7830,TIFFANY,SANCHEZ,1942-09-26,425 BRIAN UNDERPASS,MONIQUEHAVEN,WV,77057,931.479.12,2024-12-06,1818.02,21342.28
142659,756-68-4625,THOMAS,PERKINS,1982-12-26,33736 KEVIN LANE,PORT NEIL,OH,72662,2219478539,2016-02-09,1536.94,4136.52
460331,540-74-9090,TYLER,NELSON,1941-04-10,41514 KRISTI FORKS APT. 115,NEW JAMESBOROUGH,WV,88988,8442439284,2023-07-30,5654.94,49930.56
731990,436-52-3875,JEREMY,CUMMINGS,1953-11-12,987 PETERSON CORNER,MEGANCHESTER,OH,91981,7375780529,2022-01-14,1471.23,42777.58
527814,342-14-7770,HANNAH,EVANS,1979-07-05,25999 BAIRD FORD,BROWNFURT,OH,25186,915.297.41,2014-11-08,10547.57,47267.96
745308,584-30-8749,JESSE,KELLER,1944-05-09,8025 MYERS CREEK,NEW ROBERT,PA,97906,6635234672,2017-04-13,8574.04,42837.62
535002,183-74-5003,MAKAYLA,JACOBS,1956-05-18,777 JO HEIGHTS SUITE 546,SOUTH JOHN,OH,81468,0016673629,2012-05-31,11485.28,10089.45
896939,607-36-8814,MIGUEL,CAMPOS,1973-11-22,7243 STEVEN CLIFFS SUITE 656,SOUTH BENJAMIN,WV,33348,5259777118,2013-02-25,10960.62,3750.1
290185,228-35-4359,ANDREW,GARCIA,1959-08-06,10427 THOMPSON STATION APT. 837,PORT CYNTHIAHAVEN,OH,84519,+151634709,2022-11-26,13969.03,45951.18
781050,460-36-5574,ERIN,BROWN,2004-10-15,220 HUNT VIA,MARCUSBOROUGH,WV,82378,786.461.33,2013-10-14,12459.47,40257.51
825740,452-76-6948,JEFFREY,BARRETT,1958-07-13,13649 BIRD COVE APT. 419,TINAFURT,WV,89354,0015252257,2015-03-25,8235.28,39268.83
537720,830-29-4318,JOANN,TODD,1981-09-27,57432 HARRIS CAMP,LAKE CARLY,PA,58661,0015525450,2022-08-14,8782.27,11066.27
430524,140-86-1495,HEATHER,WALKER,1998-12-09,70171 BRETT DIVIDE APT. 212,EAST WILLIAM,WV,56369,0019745233,2016-07-26,1449.22,10224.6
843754,401-22-6563,GARY,ALEXANDER,1973-12-14,70661 LARSON DRIVES APT. 467,SHAWNFURT,OH,74182,+177195273,2016-03-11,12858.17,31123.59
194231,470-84-2215,TRACY,DAVIDSON,1979-08-07,16923 KRUEGER TRAIL SUITE 875,LAKE PAULCHESTER,OH,96925,937.405.02,2012-05-06,10872.58,2921.61
446008,536-98-5789,CHRISTOPHER,DAWSON,1965-09-24,362 KING HOLLOW,WILLISCHESTER,OH,99127,0012113952,2020-05-31,12913.98,42223.28
566504,357-97-6081,JESSICA,JACKSON,1965-01-26,72817 JACOB CIRCLE,PORT KATHERINE,OH,34494,5799121416,2011-07-06,10360.92,31436.43
754946,523-63-4436,KAREN,SMITH,1979-03-15,38069 FREDERICK MOUNTAINS,CASSANDRAMOUTH,OH,49100,+185543566,2024-11-10,10608.36,49522.94
880468,661-34-3596,KAREN,WRIGHT,1970-04-29,630 SMITH LAKE APT. 573,ROSSLAND,PA,46157,3716649328,2017-10-29,7976.57,25976.3
240914,359-70-2105,AMBER,SANCHEZ,1951-03-09,60256 ROBINSON GLENS,LYNNVILLE,OH,87726,7878153991,2025-02-02,8957.66,16588.15
144032,755-88-7852,SAMUEL,HALL,1957-03-19,11593 ASHLEY CROSSROAD SUITE 690,BRYANSIDE,PA,25386,9657528993,2018-02-03,11269.95,31171.12
949889,410-71-5572,STEPHEN,GUZMAN,1949-07-06,548 JOSHUA VISTA,WELCHBOROUGH,WV,65384,2608523302,2016-06-17,13367.32,11447.63
289259,871-75-7479,ALLISON,CAMPBELL,1986-12-12,861 MARCUS TURNPIKE,PORT SARAHPORT,OH,60470,+132942774,2023-03-22,12469.63,32547.78
189769,126-15-3880,SARA,DAVIS,2005-11-02,18596 COURTNEY LODGE,NORTH DAVID,OH,52490,349.326.17,2013-12-20,8706.84,33474.54
661122,511-93-6736,BRENDA,ARCHER,1972-03-14,267 EVANS CROSSROAD,WEST BRYANSIDE,PA,24734,3064888718,2012-06-10,7112.77,17603.8
874292,643-82-9575,DAVID,HARRIS,1950-07-22,11845 RODNEY SHOALS APT. 340,DONNAMOUTH,PA,18832,0013752859,2024-12-15,2569.4,11815.65
973522,888-50-7947,CARRIE,ROBINSON,1964-01-05,961 GREEN RUN,SOUTH STEPHEN,PA,33816,+146278314,2011-10-04,8772.51,25716.24
254673,439-45-8191,DAVID,RODRIGUEZ,1976-11-18,1554 MISTY FORK,ALEJANDROFURT,OH,29628,6113284971,2013-04-21,7915.15,30155.77
569832,571-33-9922,LINDA,BYRD,1993-03-25,9240 DIANE DIVIDE SUITE 940,JASMINEBURY,PA,89396,+156762757,2023-04-11,10620.77,11487.93
590890,290-60-1724,CYNTHIA,JONES,1955-12-01,90148 STOKES BRANCH,RHODESBERG,WV,63370,288.916.09,2024-02-25,6406.16,1620.52
341747,264-83-8463,GREGORY,RICHARDSON,1948-08-29,67625 MATTHEW SPRINGS APT. 814,TIMOTHYVIEW,WV,28427,9962348079,2015-11-26,6306.72,3880.22
608849,312-47-5122,ADAM,ZAMORA,1952-04-02,16731 ROBERT OVAL APT. 243,FOSTERPORT,PA,48276,3285417722,2015-07-25,9456.21,46248.64
489087,750-83-6240,ANTHONY,WADE,2004-01-31,67872 POTTER TUNNEL SUITE 862,NORTH LAURABERG,PA,20888,6809305690,2021-07-14,8455.91,26437.76
387126,177-23-2500,JACOB,CAMPBELL,1947-06-01,363 MCCARTHY VALLEYS APT. 892,PORT BRITTANY,PA,83663,8312260432,2018-06-21,14121.76,35236.44
422553,569-20-5471,ISABEL,BAIRD,1954-09-04,0860 RODRIGUEZ LAKES SUITE 563,PATTYBURGH,OH,05860,8054347491,2012-04-08,1357.92,20276.58
744998,521-56-6550,ELIZABETH,VEGA,1991-12-27,5598 ALLEN HARBOR,NEW PATRICK,WV,14442,3917093371,2012-11-24,13526.36,33088.28
157988,191-64-3426,DAVID,BARNES,1987-12-26,7161 BARNES PARKWAY APT. 294,WEST BRANDON,OH,74710,8368788127,2010-08-25,8299.04,13093.51
751017,164-80-6241,ASHLEY,VARGAS,1940-03-13,844 KENNETH GROVE APT. 230,WEST BENJAMIN,OH,19917,7243033810,2015-06-19,10201.63,7474.74
695656,252-74-6895,BRIAN,CABRERA,1995-08-15,424 AMANDA WAYS,LAKE JULIEFURT,WV,86199,9985373543,2018-01-13,13480.95,36316.81
112449,441-25-8412,STEPHEN,OCHOA,1951-07-28,240 MARTIN FALL SUITE 931,NORTH RONALD,OH,60141,+126148209,2019-08-04,14208.02,40530.65
905432,422-10-4509,LAURA,SMITH,1993-06-05,132 MALONE MILLS APT. 457,EAST BRIAN,OH,91208,2815001841,2020-06-04,1216.97,39844.42
268728,209-71-8904,JEREMIAH,KOCH,1965-10-03,2131 HOWARD RIDGES,DAVIDLAND,WV,06182,+162276859,2024-08-03,9969.33,8554.55
472842,281-72-2737,LISA,DAWSON,1944-10-14,25267 BRIGGS CREEK,MOYERVIEW,OH,19462,9528265576,2018-11-01,14111.97,38933.06
645745,641-44-8415,AMBER,VASQUEZ,1976-01-21,1968 JACQUELINE FREEWAY,AARONTOWN,OH,48001,+197241055,2021-10-19,5291.45,26507.37
286298,740-86-8714,DAVID,DOMINGUEZ,1949-04-28,650 ELIZABETH CLIFFS,MONROEBURGH,OH,04457,4524131096,2021-01-27,10972.67,42579.93
901397,735-54-5117,KEVIN,JENKINS,1962-07-14,1200 WESLEY BRANCH,WALLMOUTH,OH,73135,0014495843,2013-05-08,11625.82,10950.26
617798,398-93-2211,JULIE,HANSEN,1996-10-30,5662 LINDA RUE SUITE 341,NORTH MICHAELMOUTH,WV,04177,642.581.13,2011-11-14,1337.1,24309.02
300179,335-90-5016,ASHLEY,WILLIAMS,2006-09-04,05140 WALTON LOCKS APT. 565,LAKE EMILY,WV,43927,9813820967,2022-09-16,10455.66,34977.77
700523,864-62-8388,DESTINY,MACK,1950-07-18,2545 WILLIAMS STATION SUITE 339,EAST ASHLEYFORT,WV,13268,4246817175,2011-12-07,4935.52,22316.97
553218,649-66-1727,HAROLD,INGRAM,1957-02-18,7219 WILLIAMS WALKS SUITE 669,SOUTH MICHAEL,PA,82372,3516687409,2013-12-10,5138.75,21675.63
739001,875-10-8413,MORGAN,CALDWELL,1963-04-28,871 HENRY COVES SUITE 636,CALEBMOUTH,OH,79716,237.814.70,2025-04-10,2726.22,42612.11
813813,474-28-6988,JASON,LEWIS,1941-02-25,4212 JOSHUA COMMON SUITE 768,LAKE PATRICIA,OH,24628,9169542356,2019-02-24,4216.84,3967.55
451051,709-36-6741,MACKENZIE,HOFFMAN,2000-05-15,99255 EDWARD MOUNT,SOUTH MICHELLE,OH,15391,+146488072,2019-04-01,3597.52,23209.42
725728,665-62-8288,ALEXIS,CERVANTES,1940-09-11,177 JENKINS KNOLL SUITE 851,SOUTH ROSS,PA,23687,+139238664,2012-02-25,12875.69,44029.77
513961,749-52-2176,KAREN,HANSON,1976-08-20,904 LEWIS TRAIL SUITE 861,PORT TERRENCE,OH,16811,8765605384,2010-12-27,13714.43,22082.33
203789,785-75-2917,KRYSTAL,RANDALL,1974-11-19,2963 LEE ROW SUITE 096,LAKE PETER,PA,95936,3658826312,2011-12-29,13500.54,28549.01
766596,307-63-5354,ANTHONY,SMITH,1991-12-16,98196 JULIA CURVE,WALTERSSTAD,OH,24953,634.338.36,2023-08-07,2763.01,23556.52
603857,849-38-4758,DANIEL,HO,1947-12-09,4211 KIRK VILLAGES,SOUTH CRAIG,PA,03378,2173136657,2018-10-17,9263.07,36546.68
371488,312-25-2896,ERIC,HARMON,2002-08-08,080 JAVIER LAKES,EAST ANTHONYBERG,OH,29305,6249473158,2014-05-07,5860.94,13535.52
993445,388-76-7083,JAMES,MATHIS,1988-05-17,99423 HAMILTON MISSION SUITE 945,NEW PATRICKBOROUGH,OH,74837,7518720849,2022-06-17,7048.58,46846.12
420375,117-54-2498,MICHAEL,JONES,1984-04-07,51050 LEWIS PORT SUITE 381,CAMPBELLBOROUGH,OH,69610,718.749.19,2011-04-19,7643.15,8335.28
199832,799-94-3831,JOSHUA,WILSON,1970-05-20,639 JUSTIN ROW APT. 742,JOHNSONSIDE,WV,69643,7507171644,2018-01-01,7233.55,28163.36
368931,247-77-2512,BRANDON,EVANS,2006-07-03,159 ANTHONY CAUSEWAY APT. 215,PEREZLAND,PA,25556,0018586004,2012-06-27,1887.81,6694.9
688280,588-90-8279,MICHELLE,MULLINS,1999-12-19,718 BECKY SHORE SUITE 457,NORTH JOSEPH,OH,39329,0015159833,2013-09-22,7956.84,4624.36
126368,455-67-3676,BRITTANY,ROSE,1997-12-20,728 ROBIN FORGES SUITE 679,PORT RICARDO,OH,09497,9624491271,2014-07-31,6742.37,32827.48
251438,408-13-2549,SARA,MILLER,1968-12-07,8685 SCOTT LAND,NORTH DEBORAHCHESTER,PA,25920,5363294897,2014-08-03,11378.02,17678.71
468590,613-96-4997,CAMERON,GARCIA,1954-12-29,6134 HARRIS TURNPIKE APT. 549,JESSICAVILLE,OH,24759,997.843.25,2020-10-13,3618.11,7038.4
832191,691-97-8983,MELISSA,WHEELER,2005-07-10,3710 ASHLEY HIGHWAY,NEW WESLEY,OH,99459,6119457758,2021-03-31,738.38,32924.8
558154,476-85-2168,PATRICIA,HAMPTON,1997-11-13,48026 DONNA DIVIDE SUITE 703,HOWARDLAND,WV,25908,6146878245,2023-02-09,14586.87,28721.02
109803,344-42-3829,DAVID,POPE,1978-02-16,1072 BECKER PIKE SUITE 982,TOMMYLAND,OH,39131,6702349107,2014-05-14,12276.96,25705.64
996270,731-79-1377,MICHAEL,CAMPBELL,1998-01-03,42369 KELLY BYPASS,FITZPATRICKBURY,WV,89433,+146656144,2015-03-04,4818.84,36184.42
657007,757-82-7379,KENNETH,HO,1970-12-14,6128 BENSON PARKWAY,TAYLORCHESTER,PA,61652,7674080612,2020-08-24,13203.86,45889.89
546115,318-95-9881,STEVEN,HINES,1974-10-26,04159 LYNN PORT,VAUGHNTON,WV,16418,0016982038,2011-08-08,9147.76,9073.33
549509,680-44-2897,ERIC,HOBBS,1974-12-10,17087 BROWN CROSSING,RICHARDBURGH,WV,31293,+144947916,2013-08-07,7202.06,25529.07
727241,125-46-3933,TIMOTHY,ROBERTS,1946-05-25,4661 BUTLER MANORS APT. 047,NEW PEDROSHIRE,PA,40184,2974052774,2024-02-19,5738.69,14577.65
189242,279-75-6052,ALICIA,PALMER,1951-06-17,9572 GLOVER SHOALS,SANDRALAND,OH,85060,767.892.98,2014-01-26,3302.09,20925.37
474610,234-41-5460,ELIZABETH,PORTER,1985-10-15,31266 BRYAN GLEN APT. 017,CATHERINETOWN,PA,23316,5174629833,2011-11-20,1651.02,36360.87
708281,242-68-4667,ANDREW,MOYER,1946-02-19,05698 MATTHEW SPRINGS,LEEBOROUGH,OH,75260,385.459.82,2019-08-14,8274.52,23103.35
427396,356-90-6511,MARK,WALKER,2003-07-23,5124 AMANDA GARDEN SUITE 690,NEW THOMASVIEW,PA,86121,5057643502,2024-02-28,7315.31,17155.43
161480,333-78-5621,JACQUELINE,CANNON,1941-12-31,9918 POTTS GROVES,NORTH AUSTINHAVEN,OH,30024,+125697430,2017-01-15,7263.36,37595.97
143561,234-25-6072,RONALD,TAYLOR,1969-05-17,3560 JESSE RADIAL APT. 368,PORT ALEXISBURY,PA,07956,5026724055,2020-06-11,897.42,36564.08
520542,865-29-9724,CHARLES,MAYS,1953-08-04,74584 ALISON GROVE SUITE 881,WEST RACHELFORT,OH,37172,7324834831,2022-01-22,6612.41,39848.06
163387,393-41-6889,STEPHANIE,SMITH,1996-06-18,9641 JOSHUA RIDGE SUITE 706,WALLACEBURY,PA,27466,5262804085,2022-05-02,2799.59,15568.84
157959,816-48-8966,SARAH,GOODWIN,1994-07-01,487 ARMSTRONG PORT SUITE 267,EAST REBECCA,OH,37292,+164123845,2023-04-23,5030.36,6775.63
954848,658-30-7881,SCOTT,SMITH,1940-03-13,7836 BETHANY COMMON,PENNYSIDE,OH,41661,4724444723,2020-11-11,14761.41,22778.83
532613,204-27-2319,MICHELLE,RILEY,1942-06-13,44058 CAROLINE KEYS,NORTH WILLIAMVILLE,OH,67483,6334595616,2025-03-22,8365.59,29607.7
521504,508-19-1898,PHYLLIS,BROOKS,2003-09-07,025 KELLY DRIVE APT. 193,WILLIAMHAVEN,WV,76717,0018533690,2017-03-18,2159.79,25337.37
108739,256-27-6472,JOSEPH,HUFF,1959-07-10,3537 GOODMAN CRESCENT,SOUTH JESSICA,OH,54230,5154881579,2020-08-01,4660.83,20883.92
845380,886-57-7507,CATHERINE,FLYNN,1962-10-27,66829 CHEN TRAIL,EAST NANCY,WV,02534,8162487120,2024-05-17,2401.98,3245.38
830225,170-21-1790,REBECCA,GOMEZ,1966-12-14,415 VARGAS RIDGES,LAKE BRANDONSTAD,PA,59338,7769472298,2021-06-07,7439.15,37678.59
508686,767-57-9094,JOSHUA,MEJIA,1955-05-22,0988 MITCHELL LIGHTS SUITE 220,SOUTH APRIL,PA,75885,+145165421,2014-10-10,549.3,33246.06
244870,365-70-8921,CODY,ARNOLD,1974-03-09,90883 TRACY VIEW,WEST JAMESSHIRE,WV,56403,0014786274,2022-06-30,8325.72,27212.17
106030,558-78-2627,JESSICA,MURPHY,1974-01-27,8150 GARCIA SQUARES SUITE 380,EAST DERRICKFURT,PA,29364,+123487272,2013-04-07,9153.51,15015.79
